"ITTER107","Territorio","TIPO_DATO14","Tipo dato","BARRARCH","Ambiente scolastico","PRESENZA","Presenza","ORDINESCOL","Ordine scolastico","NATGIUR","Tipo di gestione","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","9","totale","3","secondaria I grado","2","privata","2013","2013",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","9","totale","3","secondaria I grado","2","privata","2014","2014",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","9","totale","3","secondaria I grado","2","privata","2015","2015",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","9","totale","3","secondaria I grado","2","privata","2016","2016",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","9","totale","3","secondaria I grado","2","privata","2017","2017",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","9","totale","3","secondaria I grado","2","privata","2018","2018",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","9","totale","3","secondaria I grado","2","privata","2019","2019",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","1","presenza servizio","2","primaria","9","totale","2010","2010",60.73,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","1","presenza servizio","2","primaria","9","totale","2011","2011",66.01,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","1","presenza servizio","2","primaria","9","totale","2012","2012",64.61,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","1","presenza servizio","2","primaria","9","totale","2013","2013",68.67,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","1","presenza servizio","2","primaria","9","totale","2014","2014",63.57,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","1","presenza servizio","2","primaria","9","totale","2015","2015",76.6,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","1","presenza servizio","2","primaria","9","totale","2016","2016",69.47,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","1","presenza servizio","2","primaria","9","totale","2017","2017",72.24,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","1","presenza servizio","2","primaria","9","totale","2018","2018",75.19,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","1","presenza servizio","2","primaria","9","totale","2019","2019",59.59,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","2","assenza servizio","2","primaria","9","totale","2010","2010",21.45,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","2","assenza servizio","2","primaria","9","totale","2011","2011",22.15,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","2","assenza servizio","2","primaria","9","totale","2012","2012",22.01,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","2","assenza servizio","2","primaria","9","totale","2013","2013",21.38,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","2","assenza servizio","2","primaria","9","totale","2014","2014",20.24,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","2","assenza servizio","2","primaria","9","totale","2015","2015",22.55,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","2","assenza servizio","2","primaria","9","totale","2016","2016",22.07,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","2","assenza servizio","2","primaria","9","totale","2017","2017",15.8,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","2","assenza servizio","2","primaria","9","totale","2018","2018",15.19,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","2","assenza servizio","2","primaria","9","totale","2019","2019",31.54,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","3","non risponde","2","primaria","9","totale","2010","2010",17.81,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","3","non risponde","2","primaria","9","totale","2011","2011",11.84,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","3","non risponde","2","primaria","9","totale","2012","2012",13.38,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","3","non risponde","2","primaria","9","totale","2013","2013",9.95,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","3","non risponde","2","primaria","9","totale","2014","2014",16.2,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","3","non risponde","2","primaria","9","totale","2015","2015",0.84,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","3","non risponde","2","primaria","9","totale","2016","2016",8.46,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","3","non risponde","2","primaria","9","totale","2017","2017",11.96,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","3","non risponde","2","primaria","9","totale","2018","2018",9.61,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","3","non risponde","2","primaria","9","totale","2019","2019",8.87,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","9","totale","2","primaria","9","totale","2010","2010",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","9","totale","2","primaria","9","totale","2011","2011",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","9","totale","2","primaria","9","totale","2012","2012",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","9","totale","2","primaria","9","totale","2013","2013",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","9","totale","2","primaria","9","totale","2014","2014",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","9","totale","2","primaria","9","totale","2015","2015",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","9","totale","2","primaria","9","totale","2016","2016",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","9","totale","2","primaria","9","totale","2017","2017",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","9","totale","2","primaria","9","totale","2018","2018",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","9","totale","2","primaria","9","totale","2019","2019",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","1","presenza servizio","3","secondaria I grado","9","totale","2010","2010",68.19,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","1","presenza servizio","3","secondaria I grado","9","totale","2011","2011",66.48,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","1","presenza servizio","3","secondaria I grado","9","totale","2012","2012",68.05,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","1","presenza servizio","3","secondaria I grado","9","totale","2013","2013",72.46,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","1","presenza servizio","3","secondaria I grado","9","totale","2014","2014",67.36,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","1","presenza servizio","3","secondaria I grado","9","totale","2015","2015",80.84,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","1","presenza servizio","3","secondaria I grado","9","totale","2016","2016",73.77,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","1","presenza servizio","3","secondaria I grado","9","totale","2017","2017",75.31,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","1","presenza servizio","3","secondaria I grado","9","totale","2018","2018",78.61,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","1","presenza servizio","3","secondaria I grado","9","totale","2019","2019",62.27,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","2","assenza servizio","3","secondaria I grado","9","totale","2010","2010",21.14,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","2","assenza servizio","3","secondaria I grado","9","totale","2011","2011",17.66,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","2","assenza servizio","3","secondaria I grado","9","totale","2012","2012",19.57,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","2","assenza servizio","3","secondaria I grado","9","totale","2013","2013",18.71,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","2","assenza servizio","3","secondaria I grado","9","totale","2014","2014",17.79,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","2","assenza servizio","3","secondaria I grado","9","totale","2015","2015",18.32,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","2","assenza servizio","3","secondaria I grado","9","totale","2016","2016",18.44,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","2","assenza servizio","3","secondaria I grado","9","totale","2017","2017",13.23,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","2","assenza servizio","3","secondaria I grado","9","totale","2018","2018",12.76,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","2","assenza servizio","3","secondaria I grado","9","totale","2019","2019",29.82,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","3","non risponde","3","secondaria I grado","9","totale","2010","2010",10.67,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","3","non risponde","3","secondaria I grado","9","totale","2011","2011",15.86,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","3","non risponde","3","secondaria I grado","9","totale","2012","2012",12.37,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","3","non risponde","3","secondaria I grado","9","totale","2013","2013",8.82,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","3","non risponde","3","secondaria I grado","9","totale","2014","2014",14.85,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","3","non risponde","3","secondaria I grado","9","totale","2015","2015",0.84,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","3","non risponde","3","secondaria I grado","9","totale","2016","2016",7.8,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","3","non risponde","3","secondaria I grado","9","totale","2017","2017",11.46,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","3","non risponde","3","secondaria I grado","9","totale","2018","2018",8.63,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","3","non risponde","3","secondaria I grado","9","totale","2019","2019",7.9,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","9","totale","3","secondaria I grado","9","totale","2010","2010",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","9","totale","3","secondaria I grado","9","totale","2011","2011",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","9","totale","3","secondaria I grado","9","totale","2012","2012",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","9","totale","3","secondaria I grado","9","totale","2013","2013",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","9","totale","3","secondaria I grado","9","totale","2014","2014",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","9","totale","3","secondaria I grado","9","totale","2015","2015",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","9","totale","3","secondaria I grado","9","totale","2016","2016",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","9","totale","3","secondaria I grado","9","totale","2017","2017",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","9","totale","3","secondaria I grado","9","totale","2018","2018",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","3","ascensore per il trasporto di persone con disabilità","9","totale","3","secondaria I grado","9","totale","2019","2019",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","6","porte a norma","9","totale","2","primaria","2","privata","2010","2010",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","6","porte a norma","9","totale","2","primaria","2","privata","2011","2011",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","6","porte a norma","9","totale","2","primaria","2","privata","2012","2012",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","6","porte a norma","9","totale","2","primaria","2","privata","2013","2013",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","6","porte a norma","9","totale","2","primaria","2","privata","2014","2014",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","6","porte a norma","9","totale","2","primaria","2","privata","2015","2015",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","6","porte a norma","9","totale","2","primaria","2","privata","2016","2016",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","6","porte a norma","9","totale","2","primaria","2","privata","2017","2017",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","6","porte a norma","9","totale","2","primaria","2","privata","2018","2018",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","6","porte a norma","9","totale","2","primaria","2","privata","2019","2019",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","4","servoscala e/o piattafoma elevatrice","1","presenza servizio","2","primaria","2","privata","2010","2010",10.02,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","4","servoscala e/o piattafoma elevatrice","1","presenza servizio","2","primaria","2","privata","2011","2011",12.57,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","4","servoscala e/o piattafoma elevatrice","1","presenza servizio","2","primaria","2","privata","2012","2012",12.17,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","4","servoscala e/o piattafoma elevatrice","1","presenza servizio","2","primaria","2","privata","2013","2013",13.01,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","4","servoscala e/o piattafoma elevatrice","1","presenza servizio","2","primaria","2","privata","2014","2014",11.07,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","4","servoscala e/o piattafoma elevatrice","1","presenza servizio","2","primaria","2","privata","2015","2015",17.74,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","4","servoscala e/o piattafoma elevatrice","1","presenza servizio","2","primaria","2","privata","2016","2016",12.74,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","4","servoscala e/o piattafoma elevatrice","1","presenza servizio","2","primaria","2","privata","2017","2017",12.68,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","4","servoscala e/o piattafoma elevatrice","1","presenza servizio","2","primaria","2","privata","2018","2018",13.58,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","4","servoscala e/o piattafoma elevatrice","1","presenza servizio","2","primaria","2","privata","2019","2019",13.38,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","6","porte a norma","2","assenza servizio","3","secondaria I grado","1","pubblica","2010","2010",5.79,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","6","porte a norma","2","assenza servizio","3","secondaria I grado","1","pubblica","2011","2011",4.79,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","6","porte a norma","2","assenza servizio","3","secondaria I grado","1","pubblica","2012","2012",3.97,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","6","porte a norma","2","assenza servizio","3","secondaria I grado","1","pubblica","2013","2013",4.71,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","6","porte a norma","2","assenza servizio","3","secondaria I grado","1","pubblica","2014","2014",5.27,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","6","porte a norma","2","assenza servizio","3","secondaria I grado","1","pubblica","2015","2015",2.62,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","6","porte a norma","2","assenza servizio","3","secondaria I grado","1","pubblica","2016","2016",2.43,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","6","porte a norma","2","assenza servizio","3","secondaria I grado","1","pubblica","2017","2017",1.89,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","6","porte a norma","2","assenza servizio","3","secondaria I grado","1","pubblica","2018","2018",1.71,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","6","porte a norma","2","assenza servizio","3","secondaria I grado","1","pubblica","2019","2019",1.34,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","5","servizi igienici a norma","3","non risponde","2","primaria","9","totale","2010","2010",17.83,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","5","servizi igienici a norma","3","non risponde","2","primaria","9","totale","2011","2011",11.85,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","5","servizi igienici a norma","3","non risponde","2","primaria","9","totale","2012","2012",13.4,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","5","servizi igienici a norma","3","non risponde","2","primaria","9","totale","2013","2013",9.95,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","5","servizi igienici a norma","3","non risponde","2","primaria","9","totale","2014","2014",16.2,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","5","servizi igienici a norma","3","non risponde","2","primaria","9","totale","2015","2015",0.86,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","5","servizi igienici a norma","3","non risponde","2","primaria","9","totale","2016","2016",8.47,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","5","servizi igienici a norma","3","non risponde","2","primaria","9","totale","2017","2017",11.95,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","5","servizi igienici a norma","3","non risponde","2","primaria","9","totale","2018","2018",9.61,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","5","servizi igienici a norma","3","non risponde","2","primaria","9","totale","2019","2019",8.2,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","7","percorsi interni accessibili","1","presenza servizio","3","secondaria I grado","9","totale","2010","2010",63.41,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","7","percorsi interni accessibili","1","presenza servizio","3","secondaria I grado","9","totale","2011","2011",60.23,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","7","percorsi interni accessibili","1","presenza servizio","3","secondaria I grado","9","totale","2012","2012",46.88,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","7","percorsi interni accessibili","1","presenza servizio","3","secondaria I grado","9","totale","2013","2013",27.63,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","7","percorsi interni accessibili","1","presenza servizio","3","secondaria I grado","9","totale","2014","2014",23.75,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","7","percorsi interni accessibili","1","presenza servizio","3","secondaria I grado","9","totale","2015","2015",48.36,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","7","percorsi interni accessibili","1","presenza servizio","3","secondaria I grado","9","totale","2016","2016",49.19,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","7","percorsi interni accessibili","1","presenza servizio","3","secondaria I grado","9","totale","2017","2017",48.62,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","7","percorsi interni accessibili","1","presenza servizio","3","secondaria I grado","9","totale","2018","2018",50.9,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","7","percorsi interni accessibili","9","totale","2","primaria","9","totale","2010","2010",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","7","percorsi interni accessibili","9","totale","2","primaria","9","totale","2011","2011",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","7","percorsi interni accessibili","9","totale","2","primaria","9","totale","2012","2012",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","7","percorsi interni accessibili","9","totale","2","primaria","9","totale","2013","2013",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","7","percorsi interni accessibili","9","totale","2","primaria","9","totale","2014","2014",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","7","percorsi interni accessibili","9","totale","2","primaria","9","totale","2015","2015",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","7","percorsi interni accessibili","9","totale","2","primaria","9","totale","2016","2016",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","7","percorsi interni accessibili","9","totale","2","primaria","9","totale","2017","2017",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","7","percorsi interni accessibili","9","totale","2","primaria","9","totale","2018","2018",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","7","percorsi interni accessibili","2","assenza servizio","3","secondaria I grado","2","privata","2010","2010",12.32,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","7","percorsi interni accessibili","2","assenza servizio","3","secondaria I grado","2","privata","2011","2011",12.45,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","7","percorsi interni accessibili","2","assenza servizio","3","secondaria I grado","2","privata","2012","2012",23.19,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","7","percorsi interni accessibili","2","assenza servizio","3","secondaria I grado","2","privata","2013","2013",44.8,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","7","percorsi interni accessibili","2","assenza servizio","3","secondaria I grado","2","privata","2014","2014",38.28,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","7","percorsi interni accessibili","2","assenza servizio","3","secondaria I grado","2","privata","2015","2015",33.61,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","7","percorsi interni accessibili","2","assenza servizio","3","secondaria I grado","2","privata","2016","2016",21.84,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","7","percorsi interni accessibili","2","assenza servizio","3","secondaria I grado","2","privata","2017","2017",18.41,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","7","percorsi interni accessibili","2","assenza servizio","3","secondaria I grado","2","privata","2018","2018",22.87,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","6","porte a norma","9","totale","3","secondaria I grado","9","totale","2010","2010",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","6","porte a norma","9","totale","3","secondaria I grado","9","totale","2011","2011",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","6","porte a norma","9","totale","3","secondaria I grado","9","totale","2012","2012",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","6","porte a norma","9","totale","3","secondaria I grado","9","totale","2013","2013",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","6","porte a norma","9","totale","3","secondaria I grado","9","totale","2014","2014",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","6","porte a norma","9","totale","3","secondaria I grado","9","totale","2015","2015",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","6","porte a norma","9","totale","3","secondaria I grado","9","totale","2016","2016",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","6","porte a norma","9","totale","3","secondaria I grado","9","totale","2017","2017",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","6","porte a norma","9","totale","3","secondaria I grado","9","totale","2018","2018",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","6","porte a norma","9","totale","3","secondaria I grado","9","totale","2019","2019",100,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","4","servoscala e/o piattafoma elevatrice","1","presenza servizio","2","primaria","9","totale","2010","2010",11.15,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","4","servoscala e/o piattafoma elevatrice","1","presenza servizio","2","primaria","9","totale","2011","2011",12.62,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","4","servoscala e/o piattafoma elevatrice","1","presenza servizio","2","primaria","9","totale","2012","2012",11.84,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","4","servoscala e/o piattafoma elevatrice","1","presenza servizio","2","primaria","9","totale","2013","2013",12.84,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","4","servoscala e/o piattafoma elevatrice","1","presenza servizio","2","primaria","9","totale","2014","2014",12.34,,
"IT","Italia","32","scuole per presenza di barriere architettoniche (composizione %)","4","servoscala e/o piattafoma elevatrice","1","presenza servizio","2","primaria","9","totale","2015","2015",14.24,,
