population,area,province,id,name,address,cap,mun_id,municipality,grade,email,pec,website,type,school_type,geometry
9119,Nord Est,Trento,TNEE825015,"Lavis ""Giuseppe Grazioli""","Via A.Degasperi, 18",38015,E500,Lavis,Scuola Primaria,,,web: www.iclavis.it,Statale,Normale,POINT (11.095320028762956 46.150689984741945)
9119,Nord Est,Trento,TNIC825003,"""Lavis""","Via Carlo Sette, 13/A",38015,E500,Lavis,Istituto Comprensivo,segr.ic.lavis@scuole.provincia.tn.it,ic.lavis@pec.provincia.tn.it,,Statale,Normale,POINT (11.11352996486869 46.13761999930145)
5248,Nord Est,Trento,TNIC80600N,"""Valle Di Ledro""",Via Falcone E Borsellino 2,38067,M313,Ledro,Istituto Comprensivo,segr.ic.bezzecca@scuole.provincia.tn.it,ic.vallediledro@pec.provincia.tn.it,,Statale,Normale,POINT (10.731490000000065 45.88857000000007)
5248,Nord Est,Trento,TNMM80601P,"Ledro - Bezzezza ""Garibaldi""","Via Giacomo Cis, 31",38067,M313,Ledro,Scuola Primo Grado,,,www.icvallediledro.it,Statale,Normale,POINT (10.720452919394779 45.89491001911832)
5248,Nord Est,Trento,TNEE80603T,"Ledro - Tiarno Di Sopra ""Merli""","Piazza Milin, 14",38067,M313,Ledro,Scuola Primaria,,,www.icvallediledro.it,Statale,Normale,POINT (10.670459964624825 45.889310015313924)
5248,Nord Est,Trento,TNEE80601Q,"Ledro - Enguiso ""O. Ferrari""","Via Dei Concei, 27",38067,M313,Ledro,Scuola Primaria,,,www.icvallediledro.it,Statale,Normale,POINT (10.728521565036413 45.90657327085479)
5248,Nord Est,Trento,TNEE80602R,Ledro - Molina,"Via Don Lucillo Sartori, 27",38067,M313,Ledro,Scuola Primaria,,,www.icvallediledro.it,Statale,Normale,POINT (10.774160000000052 45.871680000000026)
8003,Nord Est,Trento,TNIC81800X,"""Levico Terme""","Via Della Pace, 5",38056,E565,Levico Terme,Istituto Comprensivo,segr.ic.levico@scuole.provincia.tn.it,ic.levicoterme@pec.provincia.tn.it,,Statale,Normale,POINT (11.30615264021007 46.01514240925632)
8003,Nord Est,Trento,TNEE818034,Levico Terme,"Via Della Pace, 5",38056,E565,Levico Terme,Scuola Primaria,,,http://www.iclevico.eu,Statale,Normale,POINT (11.30615264021007 46.01514240925632)
8003,Nord Est,Trento,TNMM818011,"Levico Terme ""G.B.De Gasparis""","Via Della Pace, 5",38056,E565,Levico Terme,Scuola Primo Grado,,,www.iclevico.eu,Statale,Normale,POINT (11.30615264021007 46.01514240925632)
8003,Nord Est,Trento,TNRC004015,"""Marie Curie"" - Levico Terme","Viale Vittorio Emanuele, 134",38056,E565,Levico Terme,Ist Prof Per I Servizi Commerciali E Turistici,segr.curie.pergine@scuole.provincia.tn.it,,www.curiepergine.it,Statale,Normale,POINT (11.297666504968761 46.013214312456824)
954,Nord Est,Trento,TNEE83102D,Livo - Varollo,"Frazione Livo, 92",38020,E624,Livo,Scuola Primaria,,,www.iccles.it,Statale,Normale,POINT (11.015378855199227 46.40484032886056)
870,Nord Est,Trento,TNEE82206V,"Lona Lases - Lases ""Don Milani""","Via Principale, 43",38040,E664,Lona-Lases,Scuola Primaria,,,www.iccembra.it,Statale,Normale,POINT (11.220524545358826 46.14340193293495)
2933,Nord Est,Trento,TNEE84405P,Madruzzo - Calavino,"Piazza Santa Maria Assunta, 1",38072,M357,Madruzzo,Scuola Primaria,,,www.istitutocomprensivovalledeilaghidro.it,Statale,Normale,POINT (11.03065004154604 45.91654998525817)
2933,Nord Est,Trento,TNEE84401E,Madruzzo - Sarche,"Piazza Mons. Balussi, 10",38070,M357,Madruzzo,Scuola Primaria,,,www.istitutocomprensivovalledeilaghidro.it,Statale,Normale,POINT (10.952400537528675 46.046985425714205)
1594,Nord Est,Trento,TNEE81003D,Mezzano,"Via 4 Novembre, 13",38050,F176,Mezzano,Scuola Primaria,,,www.scuoleprimiero.it,Statale,Normale,POINT (11.809409983367374 46.15644001222981)
1594,Nord Est,Trento,TN1E00200P,"Istituto Salesiano ""Santa Croce""",Via Molaren 29,38050,F176,Mezzano,Scuola Primaria ,segreteria@sdbmezzano.it,,www.salesianimezzano.it,Paritaria,Paritaria,POINT (11.818139986981691 46.1630999791264)
1594,Nord Est,Trento,TN1M001004,"Istituto Salesiano ""Santa Croce""",Via Molaren 29,38050,F176,Mezzano,Scuola Sec. Primo Grado ,segreteria@sdbmezzano.it,,,Paritaria,Paritaria,POINT (11.818139986981691 46.1630999791264)
5528,Nord Est,Trento,TNIC82300B,"""Mezzocorona""","Via Fornai, 1",38016,F183,Mezzocorona,Istituto Comprensivo,segr.ic.mezzocorona@scuole.provincia.tn.it,ic.mezzocorona@pec.provincia.tn.it,,Statale,Normale,POINT (11.114316063369868 46.2134355228032)
5528,Nord Est,Trento,TNEE82304L,"Mezzocorona ""Alcide Degasperi""","Via Dante, 1",38016,F183,Mezzocorona,Scuola Primaria,,,www.icmezzocorona.it,Statale,Normale,POINT (11.11857997771287 46.21644999655729)
5528,Nord Est,Trento,TNMM82301C,"Mezzocorona ""Eusebio Chini""","Via Fornai, 1",38016,F183,Mezzocorona,Scuola Primo Grado,,,www.icmezzocorona.it,Statale,Normale,POINT (11.114316063369868 46.2134355228032)
7361,Nord Est,Trento,TNMM824018,"Mezzolombardo ""Eccher Dall'Eco""","Via Alpini, 17",38017,F187,Mezzolombardo,Scuola Primo Grado,,,www.icmezzolombardo.it,Statale,Normale,POINT (11.090770000000077 46.213310000000035)
7361,Nord Est,Trento,TNTD00301L,"""Martino Martini"" - Mezzolombardo","Via Perlasca, 4",38017,F187,Mezzolombardo,Istituto Tecnico Commerciale,segr.martini.mezzolombardo@scuole.provincia.tn.it,,www.martinomartini.eu,Statale,Normale,POINT (11.093355683508364 46.218350985276295)
7361,Nord Est,Trento,TNIC824007,"""Mezzolombardo-Paganella""",Via Degli Alpini 17,38017,F187,Mezzolombardo,Istituto Comprensivo,segr.ic.mezzolombardo@scuole.provincia.tn.it,ic.mezzolombardo@pec.provincia.tn.it,,Statale,Normale,POINT (11.097503578968434 46.2119959463971)
7361,Nord Est,Trento,TNRC00350N,"""Martino Martini""-Mezzolombardo - Serale","Via Perlasca, 4",38017,F187,Mezzolombardo,Ist Prof Per I Servizi Commerciali E Turistici,segr.martini.mezzolombardo@scuole.provincia.tn.it,,www.martinomartini.eu,Statale,Percorso Ii Livello,POINT (11.093355683508364 46.218350985276295)
7361,Nord Est,Trento,TNPS00301R,"""Martino Martini"" - Mezzolombardo","Via Perlasca, 4",38017,F187,Mezzolombardo,Liceo Scientifico,segr.martini.mezzolombardo@scuole.provincia.tn.it,,www.martinomartini.eu,Statale,Normale,POINT (11.093355683508364 46.218350985276295)
7361,Nord Est,Trento,TNEE824019,"Mezzolombardo ""C. Darwin""","Via F.Filos, 3",38017,F187,Mezzolombardo,Scuola Primaria,,,www.icmezzolombardopaganella.it,Statale,Normale,POINT (11.092200032943964 46.21336998241645)
7361,Nord Est,Trento,TNCT70400V,Educazione Adulti I Ciclo Mezzolombardo,"Piazza A. Vittoria, 3",38017,F187,Mezzolombardo,Centro Territoriale,,,,Statale,Normale,POINT (11.089770035394366 46.21387000485038)
7361,Nord Est,Trento,TNIS00300A,"""Martino Martini"" Mezzolombardo","Via Perlasca, 4",38017,F187,Mezzolombardo,Istituto Superiore,segr.martini.mezzolombardo@scuole.provincia.tn.it,martini@pec.provincia.tn.it,,Statale,Normale,POINT (11.093355683508364 46.218350985276295)
7361,Nord Est,Trento,TNRC003019,"""Martino Martini"" - Mezzolombardo","Via Perlasca, 4",38017,F187,Mezzolombardo,Ist Prof Per I Servizi Commerciali E Turistici,segr.martini.mezzolombardo@scuole.provincia.tn.it,,www.martinomartini.eu,Statale,Normale,POINT (11.093355683508364 46.218350985276295)
2682,Nord Est,Trento,TNMM85002T,"Moena  ""Don Giovanni Iori""","Via Don Giovanni Iori, 19",38035,F263,Moena,Scuola Primo Grado,,,www.scuoladifassa.it,Statale,Normale,POINT (11.656596030656376 46.376852965705176)
2682,Nord Est,Trento,TNEE85002V,"Moena""Padre Emilio Chiocchetti""","Via Don G.Iori, 13",38035,F263,Moena,Scuola Primaria,,,www.scuoladifassa.it,Statale,Normale,POINT (11.656596030656376 46.376852965705176)
1134,Nord Est,Trento,TNEE82407G,"Molveno ""Luigi Nicolussi""","Piazza Scuole, 2",38018,F307,Molveno,Scuola Primaria,,,www.icmezzolombardo.it,Statale,Normale,POINT (10.964940027783143 46.14290001156874)
9974,Nord Est,Trento,TNEE84901N,Mori,"Via Delle Scuole, 21",38065,F728,Mori,Scuola Primaria,,,www.icmori.it,Statale,Normale,POINT (10.974260033561961 45.85184001636313)
9974,Nord Est,Trento,TNIC84900G,"""Mori""","Via Giovanni Xxiii, 64",38065,F728,Mori,Istituto Comprensivo,segr.ic.mori@scuole.provincia.tn.it,ic.mori@pec.provincia.tn.it,,Statale,Normale,POINT (10.985019966487329 45.85212998830346)
9974,Nord Est,Trento,TNMM84901L,"Mori ""Bartolomeo Malfatti""","Via Giovanni Xxiii, 64",38065,F728,Mori,Scuola Primo Grado,,,www.icmori.it,Statale,Normale,POINT (10.985019966487329 45.85212998830346)
2847,Nord Est,Trento,TNEE841035,Nago Torbole - Nago,Via A.De Bonetti,38060,F835,Nago-Torbole,Scuola Primaria,,,www.riva1.it,Statale,Normale,POINT (10.89221825856149 45.877760937809725)
2075,Nord Est,Trento,TNEE846016,Nogaredo,"Via Lavine, 4",38060,F920,Nogaredo,Scuola Primaria,,,http://www.icvillalagarina.it/,Statale,Normale,POINT (11.022009975752809 45.909389995927626)
1312,Nord Est,Trento,TNEE84606B,"Nomi  ""Luigi Vicentini""","Via Romani, 14",38060,F929,Nomi,Scuola Primaria,,,http://www.icvillalagarina.it/,Statale,Normale,POINT (11.07060003609891 45.92796999305858)
1095,Nord Est,Trento,TNEE813064,Novaledo,"Piazza Municipio, 5",38050,F947,Novaledo,Scuola Primaria,,,www.iccentrovalsugana.it,Statale,Normale,POINT (11.365989116656579 46.022313300530584)
3599,Nord Est,Trento,TNEE828091,Novella - Revo',Via Delle Maddalene,38028,M430,Novella,Scuola Primaria,,,www.icfondorevo.it,Statale,Normale,POINT (11.05437436899229 46.39314291046763)
3599,Nord Est,Trento,TNEE82808X,Novella - Brez,"Via Nigaiola, 1",38021,M430,Novella,Scuola Primaria,,,www.icfondorevo.it,Statale,Normale,POINT (11.10665998938805 46.432550003022214)
3599,Nord Est,Trento,TNMM82802L,Novella - Revo',"Via G. Canestrini, 9",38028,M430,Novella,Scuola Primo Grado,,,www.icfondorevo.it,Statale,Normale,POINT (11.05272001170215 46.39334997925599)
790,Nord Est,Trento,TNEE80108X,Ospedaletto,"Via Roma, 52",38050,G168,Ospedaletto,Scuola Primaria,,,www.icstrignoetesino.it,Statale,Normale,POINT (11.553160032049362 46.04316999020202)
834,Nord Est,Trento,TNMM832017,"Ossana ""Cesare Zanella""","Via San Michele, 1",38026,G173,Ossana,Scuola Primo Grado,,,www.icaltavaldisole.it,Statale,Normale,POINT (10.731590022673629 46.309600014383705)
834,Nord Est,Trento,TNEE832029,"Ossana ""Ergisto Bezzi""","Via Sant'Antonio, 21",38026,G173,Ossana,Scuola Primaria,,,www.icaltavaldisole.it,Statale,Normale,POINT (10.739400028595412 46.307969985673196)
834,Nord Est,Trento,TNIC832006,"""Alta Val Di Sole""","Via San Michele, 11",38026,G173,Ossana,Istituto Comprensivo,segr.icaltavaldisole@scuole.provincia.tn.it,ic.altavaldisole@pec.provincia.tn.it,,Statale,Normale,POINT (10.732380017047916 46.310909980121494)
1834,Nord Est,Trento,TNEE83204B,Peio - Cogolo,"Via A.Rosmini, 6",38024,G419,Peio,Scuola Primaria,,,www.icaltavaldisole.it,Statale,Normale,POINT (10.695231443612911 46.3513398777648)
782,Nord Est,Trento,TNEE83205C,Pellizzano,"Via Dei Baschenis, 7",38020,G428,Pellizzano,Scuola Primaria,,,www.icaltavaldisole.it,Statale,Normale,POINT (10.759049975666699 46.30968999411431)
21486,Nord Est,Trento,TNEE81501E,"Pergine ""Giovanni Rodari""","Via G.B.Chimelli, 10",38057,G452,Pergine Valsugana,Scuola Primaria,,,www.icpergine2.it,Statale,Normale,POINT (11.241300008837726 46.06210001560956)
21486,Nord Est,Trento,TNTD00450R,"""Marie Curie"" - Pergine - Serale","Via San Pietro, 4",38057,G452,Pergine Valsugana,Ist Tec Commerciale E Per Geometri,segr.curie.pergine@scuole.provincia.tn.it,,www.curiepergine.it,Statale,Percorso Ii Livello,POINT (11.244469960799648 46.063239996350944)
21486,Nord Est,Trento,TNEE81504N,Pergine - Madrano,"Via Oltrefersina, 147",38050,G452,Pergine Valsugana,Scuola Primaria,,,www.icpergine2.it,Statale,Normale,POINT (11.218819995978293 46.08396001909114)
21486,Nord Est,Trento,TNMM81401N,"Pergine ""Ciro Andreatta""","Via Dei Caduti, 39",38057,G452,Pergine Valsugana,Scuola Primo Grado,,,www.icpergine1.it,Statale,Normale,POINT (11.245400016776017 46.0682999836599)
21486,Nord Est,Trento,TNEE81503L,Pergine - Susa',"Via Don Sopperra, 61",38057,G452,Pergine Valsugana,Scuola Primaria,,,www.icpergine2.it,Statale,Normale,POINT (11.223084532308391 46.050173057934)
21486,Nord Est,Trento,TNIS004006,"""Marie Curie"" Pergine","Via San Pietro, 4",38057,G452,Pergine Valsugana,Istituto Superiore,segr.curie.pergine@scuole.provincia.tn.it,curie@pec.provincia.tn.it,,Statale,Normale,POINT (11.244469960799648 46.063239996350944)
21486,Nord Est,Trento,TNCT703003,Educazione Adulti I Ciclo Pergine,"Via San Pietro, 4",38057,G452,Pergine Valsugana,Centro Territoriale,,,,Statale,Normale,POINT (11.244469960799648 46.063239996350944)
21486,Nord Est,Trento,TNMM81501D,"Pergine ""Tullio Garbari""","Via Paganella, 4",38057,G452,Pergine Valsugana,Scuola Primo Grado,,,www.icpergine2.it,Statale,Normale,POINT (11.232305785954681 46.065927534224585)
21486,Nord Est,Trento,TNEE81502G,Pergine - Canale,"Via Nazioni Unite, 42",38050,G452,Pergine Valsugana,Scuola Primaria,,,www.icpergine2.it,Statale,Normale,POINT (11.228279979540162 46.04283999467401)
21486,Nord Est,Trento,TNTD00401C,"""Marie Curie"" - Pergine","Via San Pietro, 4",38057,G452,Pergine Valsugana,Ist Tec Commerciale E Per Geometri,segr.curie.pergine@scuole.provincia.tn.it,,www.curiepergine.it,Statale,Normale,POINT (11.244469960799648 46.063239996350944)
21486,Nord Est,Trento,TNEE81403R,Pergine - Canezza,"Via Delle Scuole, 4",38050,G452,Pergine Valsugana,Scuola Primaria,,,www.icpergine1.it,Statale,Normale,POINT (11.277560038155684 46.07948001757239)
21486,Nord Est,Trento,TNIC81400L,"""Pergine 1""","Via Monte Cristallo, 2",38057,G452,Pergine Valsugana,Istituto Comprensivo,segr.ic.pergine1@scuole.provincia.tn.it,ic.pergine1@pec.provincia.tn.it,,Statale,Normale,POINT (11.238760040718489 46.06471001452985)
21486,Nord Est,Trento,TNEE814071,Pergine - Zivignago,"Via Dei Spiazzi, 3",38050,G452,Pergine Valsugana,Scuola Primaria,,,www.icpergine1.it,Statale,Normale,POINT (11.266050008715155 46.080669996366225)
21486,Nord Est,Trento,TNIC81500C,"""Pergine 2""","Via Amstetten, 4",38057,G452,Pergine Valsugana,Istituto Comprensivo,segr.freinet@scuole.provincia.tn.it,ic.pergine2@pec.provincia.tn.it,,Statale,Normale,POINT (11.229610019936047 46.066300019652715)
21486,Nord Est,Trento,TNPS00401L,"""Marie Curie"" - Pergine Valsugana","Via San Pietro, 4",38057,G452,Pergine Valsugana,Liceo Scientifico,segr.curie.pergine@scuole.provincia.tn.it,,www.curiepergine.it,Statale,Normale,POINT (11.244469960799648 46.063239996350944)
21486,Nord Est,Trento,TNEE81402Q,"Pergine ""Don Lorenzo Milani""","Via Monte Cristallo, 4",38057,G452,Pergine Valsugana,Scuola Primaria,,,www.icpergine1.it,Statale,Normale,POINT (11.23867001907837 46.06514000616275)
637,Nord Est,Trento,TNEE80102N,"Pieve Tesino ""Alcide Degasperi""","Via Brigata Abruzzi, 6",38050,G656,Pieve Tesino,Scuola Primaria,,,www.icstrignoetesino.it,Statale,Normale,POINT (11.609176582814506 46.06908452268441)
3150,Nord Est,Trento,TNEE834054,Pinzolo - Madonna Di Campiglio,"Via Spinale, 24",38084,G681,Pinzolo,Scuola Primaria,,,icvalrendena.it,Statale,Normale,POINT (10.826370000000054 46.22721000000007)
3150,Nord Est,Trento,TNEE834043,"Pinzolo ""Nepomuceno Bolognini""","Via Leone Collini, 18",38086,G681,Pinzolo,Scuola Primaria,,,icvalrendena.it,Statale,Normale,POINT (10.765010000000075 46.159790000000044)
3150,Nord Est,Trento,TNMM83401V,"Pinzolo ""Leonardo Da Vinci""","Via L.Collini, 18",38086,G681,Pinzolo,Scuola Primo Grado,,,icvalrendena.it,Statale,Normale,POINT (10.766276732459264 46.15829003567262)
3150,Nord Est,Trento,TNIC83400T,"""Val Rendena""","Viale Della Pace, 10",38086,G681,Pinzolo,Istituto Comprensivo,segr.ic.valrendena@scuole.provincia.tn.it,ic.valrendena@pec.provincia.tn.it,,Statale,Normale,POINT (10.765652810569003 46.16003274199753)
3150,Nord Est,Trento,TNMM834031,Madonna Di Campiglio,"Viale Dolomiti Di Brenta, 81",38086,G681,Pinzolo,Scuola Primo Grado,,,icvalrendena.it,Statale,Normale,POINT (10.78921996559447 46.191910005263935)
2418,Nord Est,Trento,TNEE846027,"Pomarolo ""Remo Galvagni""","Piazzale Angheben, 3",38060,G808,Pomarolo,Scuola Primaria,,,http://www.icvillalagarina.it/,Statale,Normale,POINT (11.042710007653909 45.927700011957285)
6778,Nord Est,Trento,TNEE826033,Predaia - Taio,"Via Heroldsberg, 5",38012,M344,Predaia,Scuola Primaria,,,www.ictaio.it,Statale,Normale,POINT (11.066160000000025 46.323060000000055)
6778,Nord Est,Trento,TNIC82600V,"""Taio""","Via Heroldsberg, 3",38012,M344,Predaia,Istituto Comprensivo,segr.ictaio@scuole.provincia.tn.it,ic.taio@pec.provincia.tn.it,,Statale,Normale,POINT (11.066160000000025 46.323060000000055)
6778,Nord Est,Trento,TNMM82601X,"Predaia - Taio ""Barbacovi""","Via Heroldsberg, 3",38012,M344,Predaia,Scuola Primo Grado,,,www.ictaio.it,Statale,Normale,POINT (11.066160000000025 46.323060000000055)
6778,Nord Est,Trento,TNEE826011,Predaia - Coredo,"Via Venezia, 16",38010,M344,Predaia,Scuola Primaria,,,www.ictaio.it,Statale,Normale,POINT (11.091079959222611 46.34868998376126)
6778,Nord Est,Trento,TNMM826021,Predaia - Coredo,"Via Della Clesura, 15",38010,M344,Predaia,Scuola Primo Grado,,,www.ictaio.it,Statale,Normale,POINT (11.091840030202576 46.35007999667437)
6778,Nord Est,Trento,TNEE826055,"Predaia - Tres ""Mons.Negri""",Via Ferrari,38010,M344,Predaia,Scuola Primaria,,,www.ictaio.it,Statale,Normale,POINT (11.066160000000025 46.323060000000055)
4522,Nord Est,Trento,TNTD001509,La Rosa Bianca-Weisse Rose  Serale,"Via Gandhi, 1",38037,H018,Predazzo,Istituto Tecnico Commerciale,segr.iicavalese@scuole.provincia.tn.it,,scuolefiemme.tn.it,Statale,Percorso Ii Livello,POINT (11.602750000000071 46.31099000000006)
4522,Nord Est,Trento,TNMM80801A,"Predazzo ""Marzari Pencati""","Via Vardabasso, 3",38037,H018,Predazzo,Scuola Primo Grado,,,www.ic-predazzotesero.it,Statale,Normale,POINT (11.599412771221917 46.31200860604615)
4522,Nord Est,Trento,TNTD001011,"""La Rosa Bianca-Weisse Rose"" - Predazzo","Via Degasperi, 14",38037,H018,Predazzo,Istituto Tecnico Commerciale,,,scuolefiemme.tn.it,Statale,Normale,POINT (11.599152966402562 46.31146012881421)
4522,Nord Est,Trento,TNIC808009,Predazzo-Tesero-Panchia'-Ziano,"Corso Degasperi, 8",38037,H018,Predazzo,Istituto Comprensivo,segr.ic.predazzo@scuole.provincia.tn.it,ic.predazzo@pec.provincia.tn.it,,Statale,Normale,POINT (11.600075201849744 46.313044911654345)
4522,Nord Est,Trento,TNEE80801B,"Predazzo ""Morandini Degasperi""","Corso A.Degasperi, 8",38037,H018,Predazzo,Scuola Primaria,,,www.ic-predazzotesero.it,Statale,Normale,POINT (11.600075201849744 46.313044911654345)
1335,Nord Est,Trento,TNEE83307A,Rabbi - San Bernardo,"Frazione San Bernardo, 143/A",38020,H146,Rabbi,Scuola Primaria,,,www.icbassavaldisole.it,Statale,Normale,POINT (10.846440033449994 46.40154999513251)
1384,Nord Est,Trento,TNEE82805R,"Romeno ""Madre Teresa Calcut""","Via Mons.Luigi Rosati, 1",38010,H517,Romeno,Scuola Primaria,,,www.icfondorevo.it,Statale,Normale,POINT (11.117320010027527 46.39345999173514)
2897,Nord Est,Trento,TNEE813075,Roncegno,"Via A.Baldessari, 15",38050,H528,Roncegno Terme,Scuola Primaria,,,www.iccentrovalsugana.it,Statale,Normale,POINT (11.408689968012595 46.052070020722255)
2897,Nord Est,Trento,TNEE813086,Roncegno - Marter,"Via Della Chiesa, 14",38050,H528,Roncegno Terme,Scuola Primaria,,,www.iccentrovalsugana.it,Statale,Normale,POINT (11.392339976221479 46.03431999964374)
2897,Nord Est,Trento,TNMM81302V,"Roncegno  ""Marco Pola""","Via Francesco Meggio, 2/A",38050,H528,Roncegno Terme,Scuola Primo Grado,,,www.iccentrovalsugana.it,Statale,Normale,POINT (11.407344988634271 46.05095444597165)
2897,Nord Est,Trento,TNIC81300R,"""Centro Valsugana""","Via F.Meggio, 2/A",38050,H528,Roncegno Terme,Istituto Comprensivo,segr.ic.centrovalsugana@scuole.provincia.tn.it,ic.centrovalsugana@pec.provincia.tn.it,,Statale,Normale,POINT (11.407344988634271 46.05095444597165)
460,Nord Est,Trento,TNEE813109,Ronchi Valsugana,Via Marchi 14,38050,H532,Ronchi Valsugana,Scuola Primaria,,,www.iccentrovalsugana.it,Statale,Normale,POINT (11.435267787092267 46.06800920627712)
987,Nord Est,Trento,TNEE84903Q,Ronzo - Chienis,"Ronzo Via Del Car,  38",38060,M303,Ronzo-Chienis,Scuola Primaria,,,www.icmori.it,Statale,Normale,POINT (10.950830015796612 45.89036999078951)
39954,Nord Est,Trento,TNIS009009,"""Don Lorenzo Milani"" Rovereto",Via Balista,38068,H612,Rovereto,Istituto Superiore,segr.donmilani@scuole.provincia.tn.it,donmilani@pec.provincia.tn.it,,Statale,Normale,POINT (11.032519533520087 45.89508073731814)
39954,Nord Est,Trento,TNIC845008,"""Isera-Rovereto""","Viale Vittoria, 43",38068,H612,Rovereto,Istituto Comprensivo,segr.ic.isera_rovereto@scuole.provincia.tn.it,ic.isera-rovereto@pec.provincia.tn.it,,Statale,Normale,POINT (11.023949967242743 45.88495000073917)
39954,Nord Est,Trento,TNIC859006,"""Rovereto Nord""","Corso Bettini, 67",38068,H612,Rovereto,Istituto Comprensivo,segr.ic.roveretonord@scuole.provincia.tn.it,ic.roveretonord@pec.provincia.tn.it,,Statale,Normale,POINT (11.043500002028196 45.89612001827737)
39954,Nord Est,Trento,TNPM02000E,"""Fabio Filzi"" - Rovereto","Corso Antonio Rosmini, 61",38068,H612,Rovereto,Istituto Magistrale,segr.isup.filzi@scuole.provincia.tn.it,filzi@pec.provincia.tn.it,www.filzi.it,Statale,Normale,POINT (11.038249996974258 45.89102998184555)
39954,Nord Est,Trento,TNTF02000G,"""Guglielmo Marconi"" - Rovereto","Via Padre F.Monti, 1",38068,H612,Rovereto,Istituto Tecnico Industriale,segr.itimarconi@scuole.provincia.tn.it,marconi@pec.provincia.tn.it,www.marconirovereto.it,Statale,Normale,POINT (11.023414759438937 45.87027501103123)
39954,Nord Est,Trento,TNEE855022,"Rovereto - Lizzana ""Guella""",Via Piave,38060,H612,Rovereto,Scuola Primaria,,,https://www.icroveretosud.eu/,Statale,Normale,POINT (11.032869168919166 45.868343916160775)
39954,Nord Est,Trento,TNMM85501X,"Rovereto - Lizzana ""Halbherr""","Corso Verona, 129",38068,H612,Rovereto,Scuola Primo Grado,,,https://www.icroveretosud.eu/,Statale,Normale,POINT (11.030920022647337 45.87012999964418)
39954,Nord Est,Trento,TNPC02000A,"""Antonio Rosmini"" - Rovereto","Corso A.Bettini, 86",38068,H612,Rovereto,Liceo Classico,segr.liceorosmini@scuole.provincia.tn.it,rosmini.rovereto@pec.provincia.tn.it,www.liceorosmini.eu,Statale,Normale,POINT (11.043200013713545 45.89589001885423)
39954,Nord Est,Trento,TNIC853007,"""Rovereto Est""","Via Dante, 41",38068,H612,Rovereto,Istituto Comprensivo,segr.ic.roveretoest@scuole.provincia.tn.it,ic.roveretoest@pec.provincia.tn.it,,Statale,Normale,POINT (11.040219995677575 45.88734999107538)
39954,Nord Est,Trento,TNEE855011,"Rovereto  ""Dante Alighieri""","Via Benacense, 32",38068,H612,Rovereto,Scuola Primaria,,,https://www.icroveretosud.eu/,Statale,Normale,POINT (11.034719958451916 45.87920001516082)
39954,Nord Est,Trento,TNEE85905C,"Rovereto - Noriglio ""Chiesa""",Via Chiesa San Martino,38068,H612,Rovereto,Scuola Primaria,,,www.icroveretonord.it,Statale,Normale,POINT (11.070430566377134 45.882992409968054)
39954,Nord Est,Trento,TNTD00901G,"""Don Lorenzo Milani""- Ist.Tecn.Turist.",Via Balista,38068,H612,Rovereto,Istituto Tecnico Commerciale,milani@domir.it,,www.domir.it,Statale,Normale,POINT (11.032519533520087 45.89508073731814)
39954,Nord Est,Trento,TNEE85903A,"Rovereto ""M.K.Gandhi""","Via G. Puccini, 22",38068,H612,Rovereto,Scuola Primaria,,,www.icroveretonord.it,Statale,Normale,POINT (11.044220007510944 45.904430004723565)
39954,Nord Est,Trento,TNMM845019,"Rovereto ""Alcide Degasperi""","Viale Vittoria, 43",38068,H612,Rovereto,Scuola Primo Grado,,,www.isera-rovereto.it,Statale,Normale,POINT (11.023949967242743 45.88495000073917)
39954,Nord Est,Trento,TNMM853018,"Rovereto ""Damiano Chiesa""","C.So Rosmini, 86",38068,H612,Rovereto,Scuola Primo Grado,,,www.roveretoest.it,Statale,Normale,POINT (11.036609993798947 45.890870013223434)
39954,Nord Est,Trento,TNTD02050P,Felice Gregorio Fontana Rovereto Serale,"Via Del Teatro, 4",38068,H612,Rovereto,Istituto Tecnico Commerciale,segreteria@fgfontana.eu,,www.fgfontana.eu,Statale,Percorso Ii Livello,POINT (11.041850024388111 45.893250012720586)
39954,Nord Est,Trento,TNEE85302A,"Rovereto ""Regina Elena""","Via Dante, 142",38068,H612,Rovereto,Scuola Primaria,,,www.roveretoest.it,Statale,Normale,POINT (11.04042378766787 45.88598324077311)
39954,Nord Est,Trento,TNMM859017,"Rovereto ""Negrelli""","C.So Bettini, 67",38068,H612,Rovereto,Scuola Primo Grado,,,www.icroveretonord.it,Statale,Normale,POINT (11.043500002028196 45.89612001827737)
39954,Nord Est,Trento,TNCT70100B,Educazione Adulti I Ciclo Rovereto,Via Balista,38068,H612,Rovereto,Centro Territoriale,,,,Statale,Normale,POINT (11.032519533520087 45.89508073731814)
39954,Nord Est,Trento,TNSD020011,"Liceo Arti ""Vittoria Bonporti Depero""","Via Delle Fosse, 9",38068,H612,Rovereto,Istituto D'Arte,info@istitutodellearti.tn.it,,www.istitutodellearti.tn.it,Statale,Normale,POINT (11.045990014004502 45.887219987757135)
39954,Nord Est,Trento,TNRC00951N,"""Don Lorenzo Milani""- Rovereto-Serale",Via Balista,38068,H612,Rovereto,Ist Prof Per I Servizi Commerciali E Turistici,milani@domir.it,,www.domir.it,Statale,Percorso Ii Livello,POINT (11.032519533520087 45.89508073731814)
